TransactionAmt,fraud_probability,risk_tier,actual,HourOfDay,card6
200.0,0.0006679794,Clear,0,21,2
57.95,0.00023968205,Clear,0,18,2
97.0,0.003648288,Clear,0,17,2
59.0,0.0005480983,Clear,0,18,2
141.0,9.050899e-05,Clear,0,21,1
44.0,0.00018594206,Clear,0,22,1
445.0,0.016014962,Clear,0,2,2
103.95,0.000284423,Clear,0,1,2
28.275,0.013970889,Clear,0,20,2
200.95,0.0007406249,Clear,0,6,2
13.776,0.0017055959,Clear,0,13,1
774.0,0.011006956,Clear,0,23,1
34.0,0.00027905233,Clear,0,15,2
63.89,0.00014269068,Clear,0,3,2
159.95,0.00042710244,Clear,0,16,2
45.864,0.011428468,Clear,0,4,2
200.0,0.0013450282,Clear,0,23,1
59.0,0.0005682146,Clear,0,19,2
34.95,0.0026637334,Clear,0,14,2
150.0,0.0010504824,Clear,0,14,2
774.0,0.00060816,Clear,0,19,2
57.95,9.445151e-06,Clear,0,18,2
57.95,0.002265791,Clear,0,0,2
40.0,0.010399791,Clear,0,21,2
263.0,0.00047301964,Clear,0,0,2
107.95,0.0022561916,Clear,0,23,2
49.0,0.0067105372,Clear,0,21,2
82.95,0.003083314,Clear,0,18,2
186.0,0.027407931,Clear,0,1,2
107.95,0.00033468226,Clear,0,2,2
1651.0,0.0008366294,Clear,0,2,2
318.0,0.00015305441,Clear,0,19,2
250.0,0.00070025487,Clear,0,19,1
50.0,0.0033772045,Clear,0,1,1
213.0,0.00053368905,Clear,0,18,1
100.0,0.00024754705,Clear,0,19,1
150.0,0.00047512594,Clear,0,15,1
117.0,0.0008139322,Clear,0,15,2
209.95,0.0063665686,Clear,0,20,2
361.95,0.0006962834,Clear,0,17,2
117.0,0.00037322554,Clear,0,1,2
129.95,0.0004433353,Clear,0,1,2
374.95,0.0004073756,Clear,0,17,1
100.0,0.6330096,Suspicious,1,5,2
300.0,0.00088096084,Clear,0,18,1
68.95,0.001036338,Clear,0,20,2
250.0,0.008052384,Clear,0,6,1
59.0,6.806533e-05,Clear,0,17,2
311.95,0.026145486,Clear,0,13,2
11.681,0.00822105,Clear,0,3,2
100.0,0.0017962732,Clear,0,23,1
87.0,0.000366939,Clear,0,23,2
59.0,0.0031354679,Clear,0,20,2
150.0,0.0076567535,Clear,0,23,2
226.0,0.0067222286,Clear,0,4,2
235.0,0.0018013117,Clear,0,9,1
96.524,0.9622983,Critical Risk,1,0,2
82.95,0.0006613995,Clear,0,4,2
97.0,0.0021590826,Clear,0,18,2
49.0,0.018536597,Clear,0,19,2
1620.54,0.0013986243,Clear,0,18,1
57.95,0.00083139585,Clear,0,17,2
53.17,0.0031433576,Clear,0,4,1
100.0,0.00058074784,Clear,0,3,2
487.95,0.0008082454,Clear,0,23,1
49.0,0.0018512302,Clear,0,22,2
35.95,9.7506076e-05,Clear,0,2,2
57.95,0.00016186605,Clear,0,15,2
40.0,0.0008688829,Clear,0,20,2
50.0,0.00014536786,Clear,0,21,2
68.5,0.019780688,Clear,0,17,2
891.95,0.0032674975,Clear,0,0,1
1264.43,0.016670737,Clear,0,18,1
109.0,0.00358387,Clear,0,22,2
2161.0,0.040373962,Clear,0,6,1
552.36,0.0022740026,Clear,0,23,1
48.95,0.00021364601,Clear,0,18,2
56.0,1.2050261e-05,Clear,0,15,1
100.0,0.000108358894,Clear,0,21,2
49.0,0.005416047,Clear,0,21,2
22.96,0.031648118,Clear,0,16,1
108.5,0.0009346482,Clear,0,20,2
13.68,0.0006891329,Clear,0,17,2
40.0,0.0008228202,Clear,0,15,1
30.513,0.0112183215,Clear,0,23,2
762.0,0.00058652076,Clear,0,16,2
25.95,0.0024730396,Clear,0,1,2
67.95,0.000830297,Clear,0,18,2
59.0,0.0016106104,Clear,0,19,2
117.0,0.01280734,Clear,0,20,2
6.122,0.009904267,Clear,0,2,2
2352.95,0.00070141896,Clear,0,20,2
10.876,0.0009272931,Clear,0,0,1
100.0,0.00026788504,Clear,0,18,2
171.0,0.0005876312,Clear,0,20,2
56.95,0.0049322764,Clear,0,3,1
107.95,0.0013593439,Clear,0,19,1
150.0,0.0003076762,Clear,0,18,2
29.95,5.0542578e-05,Clear,0,19,2
59.0,0.00012559557,Clear,0,16,2
92.0,0.00064341084,Clear,0,21,2
50.0,0.0032802892,Clear,0,19,1
59.0,0.00012516302,Clear,0,23,1
49.0,0.00014428998,Clear,0,23,2
102.0,0.0023279241,Clear,0,16,2
8.882,0.23303017,Clear,0,21,2
484.88,0.004137788,Clear,0,12,2
57.95,0.00025812772,Clear,0,15,2
226.0,0.012129554,Clear,0,19,2
50.838,0.0051424038,Clear,0,2,2
250.0,0.0050904904,Clear,0,16,1
115.0,0.04071065,Clear,0,23,2
42.79,7.0754368e-06,Clear,0,17,2
117.0,0.10147724,Clear,1,1,1
59.0,0.9039655,Critical Risk,1,14,2
226.0,0.08005854,Clear,0,2,2
49.0,0.00029505134,Clear,0,1,1
50.0,0.020185696,Clear,0,21,1
106.0,1.1197937e-05,Clear,0,0,1
107.95,0.00017706226,Clear,0,20,2
280.0,0.00010932412,Clear,0,21,2
47.95,1.1345201e-05,Clear,0,20,2
39.0,0.0013053686,Clear,0,1,2
171.0,4.2856045e-05,Clear,0,17,1
47.95,7.2965604e-06,Clear,0,2,2
35.95,0.00026242316,Clear,0,3,2
15.0,0.00043441178,Clear,0,16,2
20.0,0.0014564319,Clear,0,14,2
28.519,0.00059521216,Clear,0,14,2
29.5,0.0010898462,Clear,0,21,2
100.0,0.0015618579,Clear,0,11,2
47.95,0.0001042342,Clear,0,23,2
107.95,0.00024387587,Clear,0,16,2
32.0,0.0022846633,Clear,0,21,2
100.0,0.002895452,Clear,0,15,2
59.0,0.00024208716,Clear,0,17,1
100.0,0.00064432085,Clear,0,13,1
117.0,0.0031812736,Clear,0,21,1
213.0,0.00460236,Clear,0,13,2
37.0,1.9238687e-05,Clear,0,19,2
126.64,0.00015822818,Clear,0,18,2
49.614,0.013134195,Clear,0,16,1
200.0,0.0014073055,Clear,0,19,1
100.0,0.00013989356,Clear,0,15,1
35.95,0.00045775776,Clear,0,0,2
20.0,0.0010137811,Clear,0,1,2
47.95,0.00096867717,Clear,0,20,2
20.0,0.009773053,Clear,0,18,2
50.0,0.0019852822,Clear,0,17,1
209.95,0.00014327148,Clear,0,18,2
57.95,0.00030519933,Clear,0,18,2
54.499,0.018439502,Clear,0,20,1
739.95,0.0070980648,Clear,0,16,1
159.95,0.0017834989,Clear,0,20,2
390.0,0.0018379041,Clear,0,8,2
107.95,0.00027783355,Clear,0,18,2
226.0,0.07045845,Clear,0,1,2
107.95,0.0002680897,Clear,0,22,1
39.0,0.009273414,Clear,0,22,2
200.0,0.005094834,Clear,0,1,1
77.0,0.002299631,Clear,0,22,2
44.0,0.00051452924,Clear,0,17,2
63.97,0.00016433441,Clear,0,19,2
58.95,0.00018723831,Clear,0,3,2
7.975,0.00882018,Clear,0,20,2
445.0,0.025159819,Clear,0,22,1
17.214,0.00017876392,Clear,0,15,2
97.0,0.060077094,Clear,0,0,2
607.95,0.00065715995,Clear,0,5,2
226.0,0.024891434,Clear,1,23,2
171.0,0.0013022461,Clear,0,19,2
117.0,0.00075990986,Clear,0,15,1
40.0,0.0010849,Clear,0,13,1
59.0,0.01258239,Clear,0,14,1
49.0,0.0016253183,Clear,0,20,2
29.0,0.0019876095,Clear,0,11,2
226.0,0.03670758,Clear,0,21,2
57.0,0.005750279,Clear,0,3,2
77.0,0.0019776123,Clear,0,0,2
117.0,0.0032244208,Clear,0,20,1
82.0,0.005391953,Clear,0,1,2
209.95,0.00042955065,Clear,0,22,1
50.0,0.00043706223,Clear,0,18,1
100.0,0.0013186672,Clear,0,13,2
18.444,0.03500789,Clear,0,21,2
430.01,0.006067067,Clear,0,15,1
474.95,0.002580607,Clear,0,21,2
92.0,0.0139522785,Clear,0,19,2
81.358,0.014800002,Clear,0,19,2
59.0,0.0007274668,Clear,0,0,2
117.0,0.0016987029,Clear,0,18,2
31.95,0.00021982213,Clear,0,22,2
15.0,0.00029092925,Clear,0,19,2
59.0,0.0010793215,Clear,0,1,2
49.0,0.0039804094,Clear,0,19,2
97.0,0.29620174,Clear,0,20,1
92.0,0.0021118803,Clear,0,11,2
47.95,0.0019513782,Clear,0,15,2
30.0,0.00051052356,Clear,0,4,2
210.95,1.6815451e-05,Clear,0,20,2
47.95,2.9356745e-05,Clear,0,13,2
28.567,0.22603804,Clear,0,8,2
47.95,1.0799016e-05,Clear,0,14,2
664.0,0.004902041,Clear,0,23,2
67.95,0.0003482613,Clear,0,0,2
59.0,0.0039524008,Clear,0,1,2
29.0,0.0024808084,Clear,0,14,2
944.0,0.963875,Critical Risk,1,20,2
82.95,0.0009664753,Clear,0,1,2
160.0,0.0062676747,Clear,0,2,1
308.5,0.03085145,Clear,0,17,1
25.95,8.922243e-07,Clear,0,13,2
280.0,0.01126002,Clear,0,1,1
57.95,2.7955917e-05,Clear,0,23,2
554.0,0.020157669,Clear,0,2,2
107.95,0.00012759372,Clear,0,22,2
57.95,0.001036375,Clear,0,3,2
117.0,0.004102155,Clear,0,22,2
151.0,5.9061418e-05,Clear,0,21,2
67.067,0.017078944,Clear,0,19,1
171.0,0.0066012563,Clear,0,14,2
80.0,0.0049888124,Clear,0,2,1
59.0,0.0018490455,Clear,0,17,2
100.0,0.023242714,Clear,0,3,1
59.0,0.005206895,Clear,0,15,2
49.0,0.98975885,Critical Risk,1,19,2
117.0,0.002571361,Clear,0,16,2
57.95,0.0014458714,Clear,0,19,2
35.658,0.025775194,Clear,0,4,2
644.95,0.0042091273,Clear,0,18,2
287.95,0.003049435,Clear,0,0,1
196.0,4.5059032e-06,Clear,0,21,1
171.0,0.080911405,Clear,0,3,2
46.757,0.0034342827,Clear,0,18,1
141.0,0.00019030497,Clear,0,23,2
39.0,0.00019446017,Clear,0,19,2
25.95,0.0001425203,Clear,0,20,2
58.95,0.02932561,Clear,0,22,2
50.0,6.419588e-05,Clear,0,3,2
107.95,9.7254975e-05,Clear,0,16,2
159.95,0.9797942,Critical Risk,1,13,2
29.5,0.0025913196,Clear,0,18,2
57.95,0.000644444,Clear,0,2,2
300.0,0.0020928164,Clear,0,14,1
25.95,0.00022033538,Clear,0,1,2
30.95,1.8074956e-05,Clear,0,11,2
844.95,0.0003369144,Clear,0,20,1
29.0,0.0024041245,Clear,0,23,2
29.0,0.0048549427,Clear,0,18,2
226.0,0.00040465852,Clear,0,19,1
1104.0,0.0011747193,Clear,0,22,1
42.559,0.0025310644,Clear,0,15,2
209.95,0.0051511587,Clear,0,0,1
107.95,7.1185427e-06,Clear,0,15,2
100.0,0.00125175,Clear,0,14,2
34.0,0.015234815,Clear,0,15,2
100.0,0.0003843322,Clear,0,18,1
34.95,0.002843345,Clear,0,16,2
222.0,0.00057915004,Clear,0,19,2
50.0,0.009571556,Clear,0,16,2
31.95,0.00039965482,Clear,0,16,1
20.0,0.00013471437,Clear,0,18,2
209.0,0.0007752336,Clear,0,2,2
554.0,0.005760932,Clear,0,19,1
117.0,0.008539218,Clear,0,20,2
57.95,0.00032105923,Clear,0,17,2
150.0,0.9625511,Critical Risk,1,4,1
335.0,0.0032307995,Clear,0,16,2
209.95,0.010823374,Clear,0,23,2
59.0,0.0034643055,Clear,0,22,2
139.0,0.0070749107,Clear,0,18,2
47.95,0.0005918511,Clear,0,18,2
14.096,0.0211362,Clear,0,22,1
87.0,0.00017193807,Clear,0,16,1
35.95,0.001009638,Clear,0,19,2
75.0,0.0008604807,Clear,0,16,1
117.0,0.0024260217,Clear,0,18,2
1586.19,0.0012166029,Clear,0,1,2
35.95,0.0015378945,Clear,0,23,1
117.0,0.003436134,Clear,0,15,2
29.0,3.635619e-05,Clear,0,14,2
17.038,0.009791589,Clear,0,19,2
390.0,0.08532305,Clear,1,5,2
520.05,0.0013244268,Clear,0,18,1
50.0,0.0027579896,Clear,0,2,1
57.95,2.9685338e-05,Clear,0,13,2
77.942,0.019919109,Clear,0,6,1
445.0,0.087386966,Clear,0,4,1
51.0,0.0017352096,Clear,0,21,2
286.95,0.001310572,Clear,0,19,2
117.0,0.003358632,Clear,0,2,2
527.0,0.0012484756,Clear,0,19,1
390.0,0.0055026184,Clear,0,21,2
40.0,0.0012543794,Clear,0,17,2
108.95,0.0005575837,Clear,0,3,2
171.0,0.004979999,Clear,0,1,2
226.0,0.032984044,Clear,0,16,2
171.0,0.042056855,Clear,0,18,2
92.835,0.0011962913,Clear,0,23,1
134.95,2.7938939e-05,Clear,0,13,2
34.0,5.32348e-05,Clear,0,1,2
1322.19,0.00047858618,Clear,0,14,2
16.95,9.736103e-05,Clear,0,1,2
8.58,0.018738966,Clear,0,23,2
117.0,0.012396639,Clear,0,20,2
29.0,0.00012942519,Clear,0,14,2
100.0,0.0024288266,Clear,0,14,2
139.117,0.010308593,Clear,0,0,2
57.95,0.0015845426,Clear,0,0,2
96.195,0.04845659,Clear,0,5,1
250.0,0.0029010854,Clear,0,18,1
10.0,2.5895519e-05,Clear,0,22,2
54.5,0.0012485482,Clear,0,2,2
100.0,0.0001117173,Clear,0,15,1
305.0,0.00053525687,Clear,0,16,1
107.95,0.008924457,Clear,0,19,2
24.95,0.00035469478,Clear,0,13,2
57.95,6.699466e-06,Clear,0,20,2
29.0,0.0036808043,Clear,0,2,2
3.638,0.0037992857,Clear,0,18,2
335.0,1.2207894e-05,Clear,0,19,2
50.0,0.0007095845,Clear,0,18,2
67.95,0.00022006538,Clear,0,18,2
107.95,4.6914298e-05,Clear,0,20,2
97.0,0.9914898,Critical Risk,1,23,1
97.0,0.0015093632,Clear,0,23,2
50.0,0.00610034,Clear,0,20,1
100.0,0.0027415624,Clear,0,16,1
171.0,5.7700763e-05,Clear,0,22,2
130.0,7.2579737e-06,Clear,0,15,1
100.0,0.00038049198,Clear,0,14,2
26.95,7.688817e-05,Clear,0,19,2
335.0,0.0036742021,Clear,0,22,2
59.0,0.0010553392,Clear,0,18,2
108.5,0.15263678,Clear,0,12,2
64.59,0.015751023,Clear,0,0,2
20.95,4.7158534e-05,Clear,0,23,2
92.0,0.0003692327,Clear,0,5,2
61.332,0.86488825,Critical Risk,1,5,1
47.95,0.00026167888,Clear,0,1,2
20.694,0.00083566253,Clear,0,4,1
147.382,0.004120351,Clear,0,21,2
77.0,1.027118e-05,Clear,0,15,1
103.95,0.00033695344,Clear,0,20,2
664.0,0.0015724329,Clear,0,10,2
390.0,0.0017824796,Clear,0,21,2
67.95,0.00041383808,Clear,0,22,2
107.0,0.7705469,Critical Risk,1,12,2
107.95,9.0062415e-05,Clear,0,14,2
58.95,0.005528696,Clear,0,23,2
209.95,5.160524e-05,Clear,0,15,2
186.0,0.007837629,Clear,0,12,2
43.97,0.008359015,Clear,0,4,2
81.95,0.0008622995,Clear,0,19,2
213.0,0.0023755548,Clear,0,1,2
68.211,0.008125651,Clear,0,23,2
36.5,0.002034823,Clear,0,15,2
6.517,0.0058474652,Clear,0,2,2
209.95,0.00018597822,Clear,0,17,2
96.47,0.0026669758,Clear,0,21,2
117.0,0.0013849172,Clear,0,7,2
107.95,0.00065924885,Clear,0,19,1
57.95,0.0017997768,Clear,0,23,1
280.0,0.006031241,Clear,0,17,2
335.0,6.739394e-05,Clear,0,16,2
49.0,0.0015926447,Clear,0,21,2
35.95,0.00096764404,Clear,0,23,2
29.51,0.12090127,Clear,1,18,1
226.0,0.0036716196,Clear,0,13,2
35.95,0.00043109243,Clear,0,21,1
75.0,0.0034864014,Clear,0,1,1
50.0,0.00064975425,Clear,0,18,1
50.783,0.35993978,Clear,1,11,1
269.95,0.0006167605,Clear,0,9,2
180.95,0.0034848975,Clear,0,1,2
125.0,0.0036372342,Clear,0,17,1
59.0,0.004408776,Clear,0,17,2
100.0,0.00054383447,Clear,0,23,2
97.0,0.00021238232,Clear,0,21,2
30.95,0.0012427003,Clear,0,22,2
54.0,0.015192901,Clear,1,20,2
50.0,0.00085404236,Clear,0,0,2
100.0,0.06413745,Clear,1,6,2
117.0,2.6259268e-05,Clear,0,14,2
25.0,0.00536295,Clear,0,0,2
107.95,0.11352655,Clear,1,1,2
57.95,0.00021838653,Clear,0,21,2
25.95,6.307106e-05,Clear,0,13,2
59.0,0.0014136502,Clear,0,3,2
107.95,0.00011302133,Clear,0,6,2
25.0,0.0032007077,Clear,0,0,2
59.0,0.0018534245,Clear,0,21,2
57.95,0.00014764517,Clear,0,3,2
57.95,0.00022755917,Clear,0,18,2
134.95,0.0001799935,Clear,0,17,2
226.0,0.0025278798,Clear,0,21,1
59.0,0.0003662172,Clear,0,21,2
88.0,0.0007037863,Clear,0,16,2
59.0,0.0010700516,Clear,0,20,2
68.95,0.0032430785,Clear,0,3,2
70.0,0.0012631653,Clear,0,17,2
100.0,0.002923265,Clear,0,19,1
23.201,0.00026310558,Clear,0,8,2
792.0,0.005338937,Clear,0,0,2
82.292,0.039182447,Clear,0,4,2
26.826,0.00825277,Clear,0,0,2
59.0,0.0055306284,Clear,0,14,2
42.95,0.0018455663,Clear,0,0,2
150.0,0.003124473,Clear,0,23,1
100.0,0.016715366,Clear,0,2,2
662.0,0.13724306,Clear,0,1,1
15.0,0.0033200774,Clear,0,2,2
39.0,0.00042899433,Clear,0,22,2
117.0,0.006920099,Clear,0,1,2
494.85,0.00097299716,Clear,0,13,2
221.0,0.00089673337,Clear,0,16,2
117.0,6.552097e-05,Clear,0,16,2
30.95,8.5441534e-05,Clear,0,15,2
50.0,0.00026515772,Clear,0,18,2
49.99,0.020782713,Clear,0,5,2
57.95,0.0016168001,Clear,0,23,2
100.0,0.0030963318,Clear,0,0,2
108.5,0.00089603814,Clear,0,19,2
39.0,0.0014581444,Clear,0,14,2
83.5,0.00028567069,Clear,0,16,2
107.95,6.773594e-05,Clear,0,18,2
88.95,0.00079146784,Clear,0,21,2
200.95,0.007570539,Clear,0,4,2
29.0,0.024674602,Clear,0,6,1
107.95,0.0043394496,Clear,0,20,2
107.95,0.0010472853,Clear,0,21,2
682.0,0.000349962,Clear,0,9,2
29.0,0.0010799896,Clear,0,16,2
67.95,0.0002015838,Clear,0,22,2
44.0,0.00035988464,Clear,0,1,1
200.0,0.010130862,Clear,0,0,1
171.0,0.0012397044,Clear,0,11,2
59.0,0.004058104,Clear,0,5,2
117.0,8.888265e-06,Clear,0,23,2
44.45,0.00066290493,Clear,1,2,2
25.0,0.0013372661,Clear,0,4,1
47.0,0.005027164,Clear,0,22,2
39.0,0.0004976535,Clear,0,20,2
649.95,0.0009839287,Clear,0,19,1
28.45,0.022104753,Clear,0,18,2
34.95,4.909673e-05,Clear,0,22,2
124.97,0.0051491945,Clear,0,16,2
915.57,0.0023218002,Clear,0,15,1
250.0,0.022241926,Clear,0,21,2
59.0,0.00019961566,Clear,0,19,2
200.0,0.029716179,Clear,0,20,2
107.95,0.00013059098,Clear,0,6,2
2007.95,0.013488159,Clear,0,23,2
116.792,0.002601991,Clear,0,21,2
40.0,0.010394478,Clear,0,19,2
500.0,0.0032921063,Clear,0,19,2
47.732,0.0017570832,Clear,0,0,2
50.0,0.306128,Clear,1,1,2
108.95,0.00082100474,Clear,0,18,2
107.95,0.00034549058,Clear,0,20,2
29.0,0.1472958,Clear,0,2,2
226.0,0.04380679,Clear,0,0,2
82.95,0.0015953971,Clear,0,15,2
24.0,0.00031588864,Clear,0,22,2
117.0,0.0059297425,Clear,0,2,1
44.0,0.0051098443,Clear,0,23,2
85.0,0.00042020614,Clear,0,1,1
53.95,0.0019745633,Clear,0,15,1
15.0,0.003079889,Clear,0,18,1
130.95,0.0025854008,Clear,0,2,2
44.0,0.0011358059,Clear,0,20,2
664.0,0.00017327198,Clear,0,19,2
100.0,0.0014625918,Clear,0,1,1
100.0,0.0017540833,Clear,0,19,1
100.0,0.3234815,Clear,1,13,2
105.0,0.0027202673,Clear,0,23,2
218.0,0.0025363043,Clear,0,14,2
117.0,0.001274339,Clear,0,16,2
50.0,0.0007654181,Clear,0,23,1
117.0,0.02300434,Clear,0,13,2
117.0,0.009170364,Clear,0,16,1
97.0,0.0028644511,Clear,0,17,2
82.95,5.6142813e-05,Clear,0,10,2
50.0,0.0026202071,Clear,0,22,2
30.0,0.00080605404,Clear,0,15,1
117.0,1.7991599e-05,Clear,0,21,2
335.0,0.0016195625,Clear,0,20,2
1.001,0.0018340512,Clear,0,21,2
24.97,0.0004372823,Clear,0,22,2
29.0,0.001661072,Clear,0,14,2
47.95,6.109368e-05,Clear,0,18,2
279.0,0.0006028297,Clear,0,0,2
57.95,0.008666521,Clear,0,23,2
75.0,0.004974194,Clear,0,20,2
100.0,0.0052099684,Clear,0,0,1
375.0,0.014591571,Clear,0,19,1
300.0,0.33391544,Clear,1,17,2
47.95,0.00092029513,Clear,0,23,2
200.0,0.0041908678,Clear,0,22,1
240.0,0.0040274616,Clear,0,6,2
25.95,0.001111995,Clear,0,22,2
35.904,0.018470125,Clear,0,11,1
105.0,0.0011989453,Clear,0,18,2
311.95,0.004380057,Clear,0,18,2
724.0,0.0002715344,Clear,0,6,2
63.32,0.005399681,Clear,0,3,2
107.95,0.00036437152,Clear,0,23,2
47.95,0.00019357626,Clear,0,17,2
161.0,0.0012392853,Clear,0,19,2
88.938,0.33588767,Clear,0,23,1
117.0,0.14656633,Clear,1,20,2
226.0,0.0010717885,Clear,0,16,2
20.0,0.0080726035,Clear,0,22,1
300.0,0.17536989,Clear,0,22,1
160.95,0.0031780803,Clear,0,18,2
117.0,3.643706e-05,Clear,0,20,2
56.5,0.0004222387,Clear,0,17,1
31.298,0.0009023512,Clear,0,16,2
59.0,0.0010669073,Clear,0,16,2
31.298,0.0048208577,Clear,0,3,1
171.0,0.00055020454,Clear,0,2,2
117.0,0.0327124,Clear,0,13,2
107.95,0.00056261686,Clear,0,11,2
25.0,4.2132546e-05,Clear,0,6,2
31.95,0.001154026,Clear,0,6,2
49.0,0.0022486923,Clear,0,0,2
49.0,0.0073499237,Clear,0,19,2
100.0,0.0067999074,Clear,0,23,1
135.5,0.0006810792,Clear,0,3,1
126.0,0.0052831653,Clear,0,22,1
49.0,0.010445515,Clear,0,20,1
6.763,0.0045936718,Clear,0,1,2
77.0,0.015160067,Clear,0,19,2
100.0,0.0034659489,Clear,0,18,2
200.0,0.0042771627,Clear,0,19,1
47.95,7.6851524e-05,Clear,0,14,2
424.95,0.00221474,Clear,0,14,2
117.0,0.9884526,Critical Risk,1,23,2
68.95,0.0017294011,Clear,0,2,2
82.95,0.015396272,Clear,0,4,1
88.95,0.00050227833,Clear,0,18,2
213.0,0.005267332,Clear,0,23,2
117.0,0.0048641292,Clear,0,13,1
141.0,0.0011492245,Clear,0,19,2
59.0,0.0012635413,Clear,0,22,2
97.0,0.002452854,Clear,0,0,2
25.0,0.00013042423,Clear,0,12,2
59.0,0.0040669725,Clear,0,18,2
200.0,0.00051624916,Clear,0,13,2
25.95,7.569376e-06,Clear,0,0,2
44.0,0.013616191,Clear,0,23,2
265.0,0.952856,Critical Risk,1,20,1
58.95,4.58584e-05,Clear,0,23,2
107.95,1.4235105e-05,Clear,0,20,2
29.0,0.00036838747,Clear,0,15,2
33.581,0.017238658,Clear,0,17,1
100.0,0.0003568243,Clear,0,20,2
604.95,0.006370648,Clear,0,17,1
39.0,0.001790714,Clear,0,21,2
133.0,0.099017285,Clear,0,4,2
107.95,5.342628e-05,Clear,0,2,2
774.0,0.046368707,Clear,0,23,1
68.95,0.000483784,Clear,0,16,2
87.0,0.0034615246,Clear,0,21,2
161.0,0.001671304,Clear,0,18,2
75.0,0.002567122,Clear,0,0,1
100.0,0.0037393442,Clear,0,17,2
117.0,0.00014211454,Clear,0,0,2
25.95,6.266136e-05,Clear,0,0,2
100.0,0.004812664,Clear,0,23,2
51.357,0.009439477,Clear,0,3,2
150.0,0.09419747,Clear,0,12,1
200.0,0.0035898006,Clear,0,18,2
141.0,2.6678834e-05,Clear,0,22,1
100.0,0.012889459,Clear,0,4,1
117.0,0.031201735,Clear,0,21,2
307.95,0.0008103487,Clear,0,19,2
43.97,0.00088549306,Clear,0,11,2
129.95,0.0003603129,Clear,0,18,2
134.09,0.0054099495,Clear,0,2,2
59.0,0.0003486192,Clear,0,23,2
108.95,0.0009635644,Clear,0,2,2
325.0,0.0022303956,Clear,0,12,1
664.0,0.0007552739,Clear,0,17,2
100.0,0.0008060107,Clear,0,19,1
54.5,0.002560162,Clear,0,17,2
29.0,0.0032256471,Clear,0,17,2
445.0,0.04578355,Clear,0,20,2
59.0,0.0019053303,Clear,0,23,1
49.0,0.0011093837,Clear,0,16,1
159.95,0.00019370124,Clear,0,21,2
59.0,0.0001296165,Clear,0,22,2
135.95,0.00021984581,Clear,0,16,2
226.0,0.016354766,Clear,0,12,2
28.95,0.0015995085,Clear,0,14,2
49.0,0.00011845655,Clear,0,19,2
107.95,3.5256355e-05,Clear,0,23,1
171.0,0.0033589783,Clear,0,0,2
103.97,0.0006372662,Clear,0,21,2
59.0,0.0036079786,Clear,0,19,2
206.0,0.020167233,Clear,0,17,2
52.95,0.00022355914,Clear,0,13,1
171.0,0.013777419,Clear,0,1,2
108.5,0.0065815486,Clear,0,3,2
59.0,0.00029613296,Clear,0,14,1
104.325,0.010470583,Clear,0,6,1
107.95,7.2952855e-05,Clear,0,15,2
87.95,0.010124011,Clear,0,19,1
29.0,0.0005146644,Clear,0,20,2
50.0,0.0015685697,Clear,0,15,2
59.0,0.00169929,Clear,0,20,2
474.95,3.4397588e-05,Clear,0,7,2
43.97,0.00017465171,Clear,0,13,2
54.0,0.0023989906,Clear,0,15,2
107.95,2.1340413e-05,Clear,0,13,1
21.51,0.00024230978,Clear,0,16,1
67.95,0.001493763,Clear,0,2,2
117.0,0.00079284917,Clear,0,19,2
49.0,0.021613322,Clear,0,22,2
34.552,0.9964412,Critical Risk,1,4,2
117.0,0.02658662,Clear,0,23,1
49.0,0.0038939016,Clear,0,14,2
16.994,0.00020948701,Clear,0,22,1
373.74,0.0012195202,Clear,0,0,1
35.966,0.02371426,Clear,0,11,2
77.0,0.06565766,Clear,0,2,1
226.0,0.007955538,Clear,0,15,2
300.0,0.002879724,Clear,0,16,1
150.0,0.9997577,Critical Risk,1,19,2
226.0,0.00021456752,Clear,0,15,2
40.0,0.00082746387,Clear,0,16,2
35.95,5.8711794e-05,Clear,0,14,2
107.95,0.00019258121,Clear,0,0,2
45.0,0.00032037767,Clear,0,11,2
57.95,0.009138119,Clear,0,15,1
291.0,0.0017142865,Clear,0,19,2
35.95,0.00054271723,Clear,0,3,2
57.95,0.00014873888,Clear,0,13,2
100.0,0.003552634,Clear,0,19,1
58.95,0.0015231249,Clear,0,15,2
47.95,0.00014358673,Clear,0,15,2
49.0,0.0022827424,Clear,0,15,2
54.5,0.00041091707,Clear,0,13,2
161.0,0.00013518444,Clear,0,22,2
26.95,0.0008826253,Clear,0,2,2
28.281,0.027539944,Clear,0,19,2
59.0,0.005630938,Clear,0,20,2
58.95,0.00014870414,Clear,0,3,2
874.83,0.006910805,Clear,0,15,1
109.0,0.00061632216,Clear,0,12,2
125.0,0.00060204737,Clear,0,12,1
107.95,0.004114044,Clear,0,1,2
102.0,0.0005018622,Clear,0,21,1
38.828,0.012923246,Clear,0,20,2
21.993,0.005728388,Clear,0,19,2
34.223,0.028086431,Clear,0,2,2
344.05,0.010191382,Clear,0,20,1
77.0,0.00013101043,Clear,0,16,2
39.0,0.000107505075,Clear,0,17,1
57.95,0.006019452,Clear,0,6,2
335.0,0.010397966,Clear,0,20,2
59.0,0.015329636,Clear,0,17,2
931.0,0.005277035,Clear,0,19,1
43.502,0.9992142,Critical Risk,1,20,1
47.95,0.0017861351,Clear,0,20,2
100.0,0.0039751423,Clear,0,13,1
182.0,0.0050394954,Clear,0,1,2
59.0,0.0015643598,Clear,0,16,2
